ID,text,sexism,gender,hostile,misogyny,misandry
2693,只有心胸开阔的男人，自信起来才是最有魅力的。,0,0,0,0,0
2694,在关于异性相处方面就是男女有别，很多时候需要避嫌，毕竟男女授受不亲。,0,0,0,0,0
2695,这些特点放在女性身上可以更大幅度的提高女性的魅力，相反，这些特征放在男性的身上就形成了一道枷锁。,0,0,0,0,0
2696,例如之前交往过的中国男生，他功课好，性格内向，做事时会考虑更多，导致有时候感觉他像是被束手束脚，害怕过于主动会显得不尊重女生，比较在意面子， 很多时候很难知道他想要什么。,0,0,0,0,0
2697,我以上说的不是所有，只是普遍亚裔男性身上的一些可能不太吸引其他外国女性的特征。,0,0,0,0,0
2698,我不代表所有亚裔男性，我只说我自己的观点，我在两性关系中一般没有很主动，尤其是和白人异性接触的时候，从来不会有很强的企图心希望去发生什么，倒不是说没有欲望，而是在理性中模拟和白人异性甚至所有肤色异性的相处都没有那么热情强烈，我也看到过很多白人男性主动和女生聊天搭话的方式，企图很明显很强烈，有的在我看来就如同直接在说要发生点什么的意思，而白人社会似乎并不把这种暴露喜欢对方想交往的强烈企图看成是一种不礼貌，而在我处的环境里，男生对女生过度这样表达很可能会被当作“花心”“滥交”的态度，可是最难理解的是为啥亚裔女性到了西方或者甚至不在西方而是国内，对白人的这种态度却很接受，如果白人女性接受白人男性的企图心我可以理解，但亚裔女性看到这种企图心的态度，就会因对方是亚裔而排斥因白人而欣赏，这才是真的歧视，仅仅是因肤色不同。,0,0,0,0,0
2699,移民来美的亚裔和在美土生土长的亚裔男性也是差很多。,0,0,0,0,0
2700,因为他们家庭从小就只重视他们长大做医生或者律师什么取得财务经济上面的宽裕和稳定，这些男性从小就在很拘束和背着压抑学习的压力环境长大（我不知道哪个亚裔家庭不被歧视过），刻板印象也不是事出无因。,0,0,0,0,0
2701,我觉得亚裔女生也没有像播主说的那么夸张受白人男性欢迎，也有可能现在的趋势是亚裔女性喜欢追白人男性，然后原来可能完全追不到白人女性的白人男性，现在可以轻松的交到女性朋友。,0,0,0,0,0
2702,最近其實受韓國偶像的影響，其實蠻多西方女生都開始欣賞亞裔男生了！,0,0,0,0,0
2703,！唯一讓我感到幸運的是我所培養長大的是個女孩而不是男孩。,1,1,0,0,1
2704,伍绮诗的《Everything I Never Told You》就是讲了一个亚裔男性和白人女性家庭的故事，是我看过的讨论这方面最深入的书。,0,0,0,0,0
2705,哈哈 我不是神经病，也没有不正常，我所体验到的不只是我，基本上每个亚洲男人都体验到了。,0,0,0,0,0
2706,我不是比不上别的男人，而事实是在很多方面上我比他们好很多很多，只是西方女人看不到而已。,0,0,0,0,0
2707,而且在很多方面，很多亚洲男人还真就比不了白男人，我相信这个事实以后会慢慢的改变，不过需要好久好久以后毕竟人的举止跟文化有很大的关联。,0,0,0,0,0
2708,东方从小受到的教育，什么对待女孩好啊，做男人要担当啊，不能做小气的男人啊什么什么的在西方女人的眼睛里，都不是什么大不了的事。,0,0,0,0,0
2709,男人疯狂的追女人，不会有好结果，只有反过来才会有舔的果子吃。,0,0,0,0,0
2710,在美国，男人，特别是亚洲的男人都应该把时间放在自己的身上，发展自己，不是说必须要挣多少多少的钱，因为钱永远买不到最终想要的结果（一个白女人的心），但是技术和魅力是可以的，而这两样是需要努力和时间去争取的。,0,0,0,0,0
2711,是，非常的不公平，一个在人生中什么都没有的白人男人或者其他的都能得到漂亮女人的暧昧，而我们不比他们差的亚洲男人就要在各方面付出好几倍，好几十倍，甚至上百倍的努力才能得到同等的待遇，哈哈，我说同等，其实还是差的，永远不会一样，永远都不会。,0,0,0,0,0
2712,最近这几年，好多年轻的白姑娘开始喜欢，爱上韩国媒体男人的形象。,0,0,0,0,0
2713,我真的不知道该说些什么，说他们是男人，在各方面上还感觉不是，说他们不是，他们还被漂亮女孩追，这个世界，好逗啊！,0,0,0,0,0
2714,我认同亚男相对亚女来说没那么受欢迎，但并不觉得到歧视的地步。,0,0,0,0,0
2715,与其单方面说白女不喜欢亚男，实际上大部分亚男也并不喜欢白女。,0,0,0,0,0
2716,像视频里说的容易感受到歧视的亚男实际上是因为他们跟其族群的人较为不同，所以在非目标市场找目标肯定有难度。,0,0,0,0,0
2717,正如gay找男友肯定比普通女性找男友难，也不是人家歧视gay，可是你看上的男人喜欢的就是女人你也没办法。,0,0,0,0,0
2718,另外亚男产生这种性歧视的看法也是因为白人对亚裔歧视导致的自卑感作祟。,0,0,0,0,0
2719,但反过来，白女却不会觉得她们被亚男性歧视了。,0,0,0,0,0
2720,其实可以做访问问一下亚男对白女的看法，大部分亚男也都并不是很喜欢白女，对白女也有刻板形象，但是大家却很少会觉得白女招到歧视了。,0,0,0,0,0
2721,白男亚女受欢迎主要是白人种族相对于亚裔种族大只，所以自然白人男性占优势，亚裔女性占优势。,0,0,0,0,0
2722,像是我身边的亚女，绝大多数都不喜欢白男。,0,0,0,0,0
2723,虽然可能会觉得哪个明星多帅，但是去社交的时候，去夜店，都不自觉的是找亚男而非白男，有时候被白男搭讪还会很抗拒。,0,0,0,0,0
2724,像我们喜欢那种干净斯文暖男气质的亚男，白男没几个有，自然对我们没吸引力。,0,0,0,0,0
2725,反过来白女喜欢那种阳光成熟型男，亚裔男性也大部分不符合。,0,0,0,0,0
2726,亚裔女生皮肤白皙身材娇小为美，很多白男可能更喜欢体态风韵的女性，所以才会很多白男喜欢的亚女也未必是亚洲人觉得美女。,0,0,0,0,0
2727,所以我认为吸不吸引人这方面，种族只是很小一部分，还有很多因素在背后影响，最后导致情况看起来是亚女白男受欢迎，亚男不受欢迎，是事实没错，但并不觉得歧视在里面占很重的影响。,0,0,0,0,0
2728,不明白为什么亚洲男性不受欢迎。,0,0,0,0,0
2729,不过也无所谓，作为亚洲女性，更喜欢亚洲男性。,0,0,0,0,0
2730,在各方面都差不多的今天，文化沟通很重要，和欧美男性做朋友可以，但是价值观方面真的很难互相认同理解。,0,0,0,0,0
2731,而亚洲男性，至少我认识的很多人都不再向祖父辈那样沙文主义或者男权，他们变得容易沟通，这点真的非常加分！,0,0,0,0,0
2732,希望亚洲男性能继续努力，总有一天会被发现这个群体的优势的！,0,0,0,0,0
2733,男的長的文質彬彬 講話也很溫柔 很有修養,0,0,0,0,0
2734,所以高緯度女孩不需要低緯度男孩，因為她們靠自己就夠了，甚至認為南方男孩不會給她們帶來任何好處可是高緯度男孩配上低緯度南方女孩卻是一拍即合因為女人要有懂得紀律、深謀遠慮、深思熟慮、擁有周詳計畫而且有能力獨立自己謀生的男人在一起，才能凸顯女人來自祖先的先天性格的軟弱而必須尋找身心靈的依靠以及靠山。,0,0,0,0,0
2735,也就是說 男強女弱、北男南女，這樣女生來自祖先的先天*弱勢*性格 就會被 早就被窮山惡水、絕地重生而變得極堅韌性格的男生給征服而亞洲男生找黑人女生相比我相信機率大一些,0,0,0,0,0
2736,说说我的浅见，个人以为虽然现代社会追求男女平等，但依然是男性主导的世界（否则就不会去追求女性平等），男人代表了他来自的文明和国家，男人可以娶来自弱小文明的女人让自己有种征服感，而女性则相对要找比自己更强大的。,0,0,0,0,0
2737,欧美男人嘲笑亚洲男人个头小瘦鸡鸡小可却不会嘲笑亚洲女性小只。,0,0,0,0,0
2738,由于女性常常被男性天真的认为是弱小的，对来自不同文明的男性的敌视要远远大于女性。,0,0,0,0,0
2739,没错，在美国，欧洲的话这个性歧视确实是这样，我是巴拿马华裔，在这边对于亚洲男人性歧视就没那么大，除了受AV的影响（JJ大小），我前女友是哥伦比亚cali的，在跟我之前她也听人说过，不过这边我们有一个优点，本地人都认为亚洲人（中国）有钱。,0,0,0,0,0
2740,在魅力这方面像你下一个视频说的那样，一定要有肌肉和帅而且没沟通障碍，很多这边的中国男性（特别华侨）都不注意这方面，最后都只能找中国女性。,0,0,0,0,0
2741,不过还是有不少亚裔男生还是很有魅力的! 我想分享一个发生在熟人身上的事，希望可以引起大家注意。,0,0,0,0,0
2742,现在有很多中国人(不确定是男是女)发起的网络诈骗，主要是通过各种约会网站，先骗取对方信任，然后介绍到骗子开设的金融投资网站投资，以此骗财。,0,0,0,0,0
2743,熟人是女性，所以骗子是男性，后来通过网络搜查，这诈骗行为早前就有，但是一直有人不断被骗。,0,0,0,0,0
2744,无形中这也是直接影响到中国男性的形象。,0,0,0,0,0
2745,我沒有男明星帥氣的外表，又是個在腳踏車店半工半讀的窮留學生，但我很能製造氣氛展現我的強項。,0,0,0,0,0
2746,我覺得可能你的年齡層這部分會比較嚴重，尤其是在亞洲長到18歲後才到美國的亞洲人，就算在美國生活10年還是無法完全融入我高中在美國交的第一任女友就是白人，我台灣只念完國小就來了，我原本以為沒有這種問題，後來我上大學才發現留學生真的跟我們差別很大，而年紀比我們大的又更嚴重，現在美國亞裔在白人區生活一樣把得到白人正妹，比較把不到的通常是生活在華人區長大的，這是我高中時期在白人區還有華人區都住過的比較我去酒吧搭訕也是ok，不喜歡你的一定有，但也沒有你說的那麼糟，我覺得主要是亞裔男性如果你太Asian的話，那就真的把不到美國妹，社交場合你一定要多講點符合對方文化的東西跟幽默感，但不能只是把你那套亞洲人的幽默感拿出來，我大學時就帶過幾個中國留學生去夜店要教他們把妹，結果他們都一直想展示一些中國式幽默(講一些中國專有的笑話或是學日本的綜藝哏)，連我都看不懂，後來他們也很沒耐心不願意聽我的建議去學然後改進，跟我說太麻煩不如用買的比較快，最後我也不想教他們了，他們最後還是跟一群中國來的中國女生混在一起然後畢業就回去了其實如果你有意願的話，自己很努力的改進自己是有辦法做到的，但我碰過的中國男生多數都會堅持自己的文化性，不願意放掉自己然後融入美國，每個人的ego都太強，然後身材又不練，更慘的是覺得有錢就有妹這種想法，亞裔的話我身邊不少日裔跟韓裔朋友女友都是很漂亮的白人正妹，他們大部分都是美國人但也有日本跟韓國土生土長的，所以我完全不覺得亞裔會有把不到白人女生的問題現在全球化很普及，可能剛好我這個世代長大的女生更容易接受亞裔吧，但我真的沒有覺得在美國amwf有那麼難，我女友除了一任是墨裔一任是日裔以外，其他都是白人,0,0,0,0,0
2747,結論來説我覺得是因為對性別的期待 跟種族的先天差異 所導致男性就會被期待要 高 壯 帶有雄性特徵這在所有物種都是普遍擇偶條件雖然也有西方文化霸權因素在裡面但亞裔男性確是在人類這個物種 先天身材 雄性特徵 都最薄弱的一群所以在擇偶優先順序 最先被淘汰也是沒辦法,0,0,0,0,0
2748,我是一般體態亞洲女性，我也不喜歡比我瘦小男生或是骨架比我纖細的男生。,0,0,0,0,0
2749,亞裔男從小就努力讀書，長大努力工作，不愛運動導致身材矮胖，愛存錢導致過於吝嗇，認真看待事物導致沒幽默感，以上在亞裔父母眼中才是好寶寶的表現。,0,0,0,0,0
2750,感觉跟德国男生比起来好像还更有优势。,0,0,0,0,0
2751,我觉得很重要的是亚洲男生的肢体语言还有讲话声调普遍比较缩比较弱，讲话不看眼睛，看起来就比较没自信，就比较难挑起女生的兴趣了。,0,0,0,0,0
2752,在西方国家我会避免搭讪亚洲面孔的女生，他们会比较倾向于白人男生。,0,0,0,0,0
2753,瘦小没有男人气质与人种遗传有点关系，但绝不是问题的关键，对体育运动的热爱白人普遍要高于亚裔。,0,0,0,0,0
2754,基本上這視頻的說法應該可以修正一下：[在三十歲以下]，亞裔男性.....。,0,0,0,0,0
2755,如果亞裔青少年很早就開始鍛鍊肌肉，往往就會犧牲身高發展，變成矮壯男人，反成異類。,0,0,0,0,0
2756,個人在美國念書時，深深感覺美國就是個講求拳頭大的社會，你若身高矮人一截，身上又有沒兩塊肌肉，別說女性，和男同學打籃球都沒有人願意和你同一隊（對，就算你投籃很準人家也不喜歡你No defend）。,0,0,0,0,0
2758,先不管實際韓國人是不是都花美男，文化輸出對一個國家印象真的引響很大,0,0,0,0,0
2759,身為在亞洲生活這麼久的男性 我必須說實話 亞洲男性普遍身材較矮 所以比較沒吸引力也是很正常的 但最近年輕一代的 有變高的趨勢 亞洲女性普遍也沒有歐美女性來的漂亮和白 身高也不高 要是我也會選歐美女性 所以我覺得影片中那兩位華裔女生也只是選擇更好的基因罷了 人之常情 動物在性選擇方面本來就會找更好更大的 以保下一代的基因更好 所以亞洲女生反而會主動追求白人男性 我覺得只要身材不要太差 亞洲男性還是有辦法追到歐美的女生的,0,0,0,0,0
2760,没有啊 最近华裔男性在西方超受欢迎诶日本動漫跟kpop的崛起讓一堆人超愛亞洲人現在刻板印象就是亞洲男：每個長的都超級帥身材好 會穿搭 喜歡漫畫 喜歡滑板亞洲女：卡哇伊萌妹子 喜歡粉色 超級漂亮可愛 日本某片女主現實是不管那個種族都是大部分醜 部分好看,0,0,0,0,0
2761,我认为深沉的修养，文雅的气质和聪明的头脑是亚裔男性的特点，一时不被普通的女性发现也算正常。,0,0,0,0,0
2762,亚裔男性要幽默乐观和自信，一定成为更多女性的目标！,0,0,0,0,0
2763,台灣國內有位比較西方作風的女星曾說：「和東方男性交往像在養兒子，東方男性很媽寶」，另外我個人認為「東方男性自信心不足」是很大問題，但他們又基於男性尊嚴表現在很「大男人」表像，當面對女方的批評（包含情感關係中小小抱怨，不足以分手那種抱怨）東方男性可能會反應過激。,0,0,0,0,0
2764,現在甚至連離婚前夫見到前妻交往新男友會去殺他們的新聞漸多，可見東方男性內心自卑多可怕。,0,0,0,0,0
2765,即使放在国内，这些条件都会影响女性的择偶选择（富女不会轻易找穷男）；种族不同时，这些条件的总和还要要大于肤色带来的壁垒，难度就更大了。,0,0,0,0,0
2766,放在三十年前，欧美国家女性一想到国男就是矮丑穷，即使看到个别高富帅的亚男，但习惯的力量也会让其不敢尝试. 现在中日韩都步入或者接近发达国家行列，国家层面的经济条件已经可以一拼，在欧美的移民人数也慢慢上升，对亚男的总体形象已经大大改观；社会的影响主要来自媒体和政治，这方面还需要亚裔后代们继续努力（多些尚气类的电影）；再到男性个人方面，注意锻炼肌肉保持外表整洁，白女亚男的组合就会慢慢常见起来.,0,0,0,0,0
2767,我倒覺的白人男性給我很輕浮的感覺，我還是喜歡亞裔那種溫柔穩重感,0,0,0,0,0
2768,让白人或者说西方世界了解尊重东方男人确实很不易。,0,0,0,0,0
2769,东方男人只有不断努力证明自己，譬如说在礼貌，吸引力，交际幽默，干活能力，挣钱，正义品质，性能力等等等等。,0,0,0,0,0
2770,其實認真來說就是父系社會的固有概念，在這種社會體制中，男性會追求能讓自己守護的女性，而女性則追求會守護自己的男性。,1,1,0,0,0
2771,白人五官本來就比較立體也比較會注重自己的儀容，加上健身的習慣，外在條件上本來就優於大部份亞洲男性，跟什麼性岐視沒什麼關係，亞洲男生要是有吳彥祖的外在條件在國外一樣吃的很開，你要是女生靠第一印象選ㄧ般人你也是選白人,0,0,0,0,0
2772,看來任何年代華人都真的都需要有李小龍這種男人,0,0,0,0,0
2773,我觉得这并非亚裔男性自身，而是亚洲人现今仍很根深蒂固的父权制、家本位、反女权、封建思想，将爱情和婚姻含正式和事实婚姻在内看得太重要，家庭以父子为核心主体，皆因存在着赡养，而西方欧美由于不存在赡养，因此家庭以夫妻或个人为核心主体，也没那么将爱情和婚姻含正式和事实婚姻看得重要。,0,0,0,0,0
2774,第二，由于亚洲人父权制严重，因而使女性在亚洲人的婚恋市场上适婚年龄短，催婚逼婚压力大，衍生了剩男剩女、败犬、圣诞蛋糕和除夕面条等毁谤资深单身者的词汇，而西方欧美是没有这些观念的。,0,0,0,0,0
2775,第三，还是亚洲人比西方欧美更父权制，更封建，使亚洲女性比西方欧美不论男女既要忍受更多的生理痛苦，言行举止受限，不能不拘小节，以及更多不公待遇等着你（妳/们）、我（们）和他（她/们），因此很多亚洲人的观念和多媒体总会有难为女儿身和不幸身位女儿身这些字眼，西方欧美则少有甚至没有。,0,0,0,0,0
2776,Representation in movies matters. 所以Marvel 的 Shang-qi 对亚洲男生或许会带来正面的影响。,0,0,0,0,0
2777,我今年四十，已婚有2個孩子不過我從未去過酒吧，也未試過搭訕，生活也好外表也好都是很樸素，收入也是一般，但不影響我找到女朋友結婚生子我以前聽過不知真假，西方男女很開放，只要喜歡就什麼都可以，剛認識對上眼，轉頭上床，不到一個星期就分手，或者三個月就懷孕結婚分居離婚搶撫養權一條龍，不知真假，不過也有中國男女是這樣子的吧反正，按自已的價值觀來就好了，中國男人普遍嚴肅，內儉，認真，不太張揚熱情但忠誠顧家有責任感，要跟金毛帥哥花花公子比當然不能比，但識貨的自然識貨,0,0,0,0,0
2778,一切都隨緣，只要找到能夠接受亞男的人就好，無法接受亞男的人就尊重其意願,0,0,0,0,0
2779,女主 不需要一直時不時就看男生那麼漂亮 可以一直看著觀眾的 讓我這亞裔男生也能感受一下白人女性的溫暖,0,0,0,0,0
2780,"是亞洲男自己都怕這個怕哪個吧，而且現在流行Kpop,很多女生都喜歡Asian了，我住在thousand oaks,日韓泰美拉丁的女朋友都交過，我也沒長很好看只是個bodybuilder,主動點去認識朋友 跟本不會交不到外國女朋友",0,0,0,0,0
2781,真的，現實一再印證，並且不限於美國，歐洲也一樣，亞裔女普遍在各總族間都很受歡迎，亞裔男就...但我可以以理解為何樓主是例外，類似樓主這種開朗儒雅溫暖類型的亞裔獨有一種在其他族裔間少見的氣質是吃香的，但並不常見，大多在中年亞裔男人身上比較能看到,0,0,0,0,0
2782,"我覺得是因為男性間本來競爭性就很重,男生看男生會互相比較跟歧視然後女性天性慕強,所以在美國多元種族的社會下,亞洲男性就不被受輕睞只能說是人的天性,就算在全是亞洲人的台灣跟中國,還是會硬被比較出180跟170的男性怎麼樣真的就是男生的競爭天性,跟女生的慕強天性罷了",0,0,0,0,0
2783,"人物为了照顾我们情绪这是故意设定一下, 说亚洲男人不好的是长得很一般的两个亚裔姑娘, 我们自尊心上受伤有限; 而白人大美女杰西卡是喜欢亚裔的, 我们感觉挺好。",0,0,0,0,0
2784,"要是反过来, 亚裔男同胞觉得该多别扭。",0,0,0,0,0
2785,时代正在变化，其实现在亚裔男性对于90后和00后的白人女孩没有太大的反感。,0,0,0,0,0
2786,部分原因是因为kpop，亚洲一些很火的视频还有现在大部分亚洲男性都很高大 就是这些原因改变了许多白人女孩的看法和审美。,0,0,0,0,0
2787,这个问题往细划分，亚裔男性在dating市场上被歧视，没有开始也就不可能有结果也就是说在marriage市场上也会被歧视。,0,0,0,0,0
2788,"可是我周围的亚裔女孩大部分也都喜欢亚裔男生, 对白人没什么兴趣, 或者说感觉不适合, 不能懂我们的想法, 习惯也不同。",0,0,0,0,0
2789,"只有那么一两个是一直交白人男友, 但是在我看来她们本身在亚洲男生中的受欢迎程度应该也不高。",0,0,0,0,0
2790,其实就是根深蒂固的物化女性思想，和种族没有什么关系，（但是亚洲毕竟 几千年这样的文化，很难改）只要男性尊重女性，然后很自信，善于表达。,1,0,0,1,0
2791,作為一個亞洲男生，我想說亞洲男生確實不夠有吸引力，雄性激素不夠,0,0,0,0,0
2792,我觉得西方男性眼里亚裔男性的所谓缺点并不一定是缺点，比如我如果不喜欢外向性格开朗的人，那性格开朗在我眼里就是缺点，这个显然太主观，充其量只能算特点，而一个人有各种各样的特点，这才让我们和被人不一样，有自己的特点和原则过自己的生活就行，至于别人喜不喜欢，那是别人的事，总有喜欢你的人，而且亚裔男性多被西方男性喜欢的那种亚裔女性喜欢，将所谓的劣势变为优势才是智慧，为了讨别人喜欢而改变自己我并不认为是最好的 选择，成功率不高不说还活得很累，为了讨别人的喜欢而活着，跟奴隶没有区别。,0,0,0,0,0
2793,不得不说亚洲男性在婚恋市场上真的不占优势，但因为kpop的火爆占比在增加中（出国前的我有一段时间特别喜欢kpop但后来特别厌烦，现在为了吸引女生也把自己打扮成kpop偶像那个方向了……,0,0,0,0,0
2794,我觉得影视渲染关系蛮大的，哈哈我超级喜欢国漫里的亚裔男生，最近看的天行九歌里的卫庄韩非，少年歌行里的萧瑟雷无杰帅和尚，还有太乙仙魔录的男生也都好棒，他们风度翩翩谈吐幽默，沉着冷静高度智慧，优雅又不失男子气概，关键颜值简直都太抗打……,0,0,0,0,0
2795,普遍東方國家都是比較保守跟傳統的這是眾所周知的，而女性考慮的就是嫁到男方的家裡面了而對於西方國家，這個問題甚為重要，開放的媳婦，要如何接受配合東方的家庭將是一大問題。,0,0,0,0,0
2797,換言之，如果東西方女性，有哪邊的胸部身材普遍較小，我相信男性也會有所考量的！,0,0,0,0,0
2798,個人理解，西方人對男子氣概的理解比較傾向外表，但實際亞洲人的男子氣概比較傾向家庭責任。,0,0,0,0,0
2799,所以在外人看來亞洲男人常常被人欺負，實際不少是因爲忍一時之氣。,0,0,0,0,0
2800,可以做一集「為什麼亞裔男性不太喜歡白人女性」嗎？,0,0,0,0,0
2801,我自己的經驗是太像個男人（毛多、魁武、超過16歲後皮膚劣化超嚴重像40歲），還有其他可補充的嗎，請在新影片中補充，感謝您。,0,0,0,0,0
2802,作为从小在欧洲长大的人，想说，其实一直都是喜欢亚裔男生拒绝白男的，可惜经历过后，挺失望的… 不知道是感情教育还是性教育的缺失，还是对女性尊重这方面，真的有点怕了。,0,0,0,0,0
2803,亞裔男士因父輩呈現大男人主義，留下很坯的印象。,0,0,0,0,0
2804,以前會嚮往和高大英俊的歐美男士交往，現在人在國外幾年後漸漸覺得他們不一定昰良配，很多亞裔的男人比他們更優秀更有責任心。,0,0,0,0,0
2805,"我以前去歐洲參軍,認識了一個德國人,之後他帶我去德國,,他也說亞洲男人難泡女,他說德國女生一係是喜歡肌肉男一係是喜歡babyface,但我兩個也是,根本沒有任何問題",0,0,0,0,0
2806,"(๑´•.̫ • `๑) 我認為是自信的問題不是你要過份自信但是你看4分11秒的外國的那個人很自然的站起來那個亞裔兩個手交疊在一起好像不習慣這種場面或者緊張一開始的感覺氣勢上就比人弱了而且用交友apps這種其實不準確每個人在交友apps上面想找的都是自己的「理想型」 反正上面那麼多人看,為什麼不找自己最喜歡的,說不定瞎貓遇上死耗子(簡單的來說吧你看木村拓哉,金城武會不會被左刷)雖然現實中也很看顏值但是在交友app上更看顏值你現實中那麼多「哎呀人家看不上我的啦」「他們都看不上亞洲男人」 你先有這種觀念在你對別人的態度也會不一樣甚至還會影響你自己的行為放寬點心總會有人欣賞你的",0,0,0,0,0
2807,很多中国男人被教导成事业成功和赚钱是第一位，外表不是那么重要。,0,0,0,0,0
2808,但是，实际上亚裔男健身注意保养以后并不比白人男性less attractive。,0,0,0,0,0
2809,另外就是如果亚裔男性，如果表现得不太愿意发表意见，会被认为是不自信，也会被认为less attractive。,0,0,0,0,0
2810,我想这个是个人魅力的问题，Jackson Wang早期的气质并不让人喜欢，但现在，很多男人都开始喜欢他。,0,0,0,0,0
2811,对于这个问题，应该是男性特征的展现，褪去帅和可爱，转为更为成熟的酷。,0,0,0,0,0
2812,白人女性對亞裔男性有好感絕大多數是在亞裔男性的國家裡，可能是「萬中挑一」的機率大些；而在白人女性的國家裡要找到「萬中挑一」的困難度可能有點大了。,0,0,0,0,0
2813,如果男女比例1:1，的話，亞裔男性只佔人口的3%，而非裔7%，拉丁裔則是9%，而白人男性是31%。,0,0,0,0,0
2814,所以，就人口比例而言，亞裔男性在美國被「萬中挑一」就不占優勢。,0,0,0,0,0
2815,亞裔男性雖然在戀愛或婚姻中不怎麼「得利」，但是由於一直以來高學歷、高能力的觀念，其實是滿受到肯定能力和成就的。,0,0,0,0,0
2816,很多亚裔男性觉得有钱就会有爱情。,0,0,0,0,0
2817,周围也有碰到过有趣热情会说话爱健身的亚裔男性，但真的是万里挑一。,0,0,0,0,0
2818,觉得亚裔男生们应该从他们自己对女生择偶的刻板印象中走出来。,0,0,0,0,0
2819,我有个朋友在英国留学，起初也是这样后来他大胆问英国白人女生，她们说她们喜欢有肌肉的男生，然后我那位朋友疯狂的健身，然后每一个月都换白人女友,0,0,0,0,0
2820,"亚裔男性身材矮小(亚裔平均1米75, 白人平均1米85)又沒有健身習慣，在外表上確實很吃虧，再加上亚裔男性不喜歡社交，在酒吧很少看到亚裔男性，他們喜歡約朋友在自己家喝酒也許受父輩影響，比較大男人，個性放不開，也不會討好女孩子，主動去撩女生，尤其在性方面受很多日本＂動作片＂影響，不會去愉悅女孩子反而在性生活上面很多主導權，讓女孩子感覺只是個工具不是情人．現在又有很多報告在比較哪一國某一器官的長度，亞洲國家的男性確實比白人黑人還細短，才會讓白人女性避之唯恐不及....",0,0,0,0,0
2821,博主说的都是大数据，其实都是因人而异，如果你有儿子在国外长大，那么作为父母的我们从小要给孩子尽可能的去培养自信，引导孩子健身的重要性，我本人没觉得受到过性歧视，对于亚裔男性婚姻是缘分，厮混靠的是身材穿着以及自信。,0,0,0,0,0
2822,"男性種族優越必須由世界的支配能力撐起來,現在是西方男性支配世界,世界觀就會是西方男性的世界觀.這也不是只存在西方女性,很多亞裔女性也是這樣的觀點.",0,0,0,0,0
2823,西方人打從心底就瞧不起亞洲人 這是他們生來就被灌輸的根深柢固的觀念 縱使嘴上不說 心裡就是瞧不起你 不過亞洲女生不會被白種男人歧視 反而比白種女人更受歡迎 為何?,0,0,0,0,0
2824,因為白種男人以為亞洲女人溫柔順從 不像白種女人老是喜歡講女權 但他們不知道亞洲女人一直也在向西方女人看齊跟進。,0,0,0,0,0
2825,其實白種女人會歧視亞洲男 只因為西方文化一直以來一直在刻意矮化亞洲人 他們被灌輸亞洲人的基因不好 所以這只是一種女性想維持下一代的好基因的自然反應,0,0,0,0,0
2826,个人认为亚男能做到尊重女性+健身+适度外形管理，也一样受欢迎，我身边能做到这些的亚男都蛮受欢迎的。,0,0,0,0,0
2827,但不得不说，相当一部分亚男在这些方面都比较欠缺,0,0,0,0,0
2828,不是女孩不對亚洲男人有興趣，而是女孩子不會被缺乏自信的男人吸引到，大多数女人會被阿尔法Alpha 男性吸引，而大多数亚洲男人表现出beta男性的心态。,0,0,0,0,0
2829,女人喜歡的是有自信的男人而不是沒有勇氣跟自信的男人!! 我在美國住了三十多年，有女朋友十多個，而且全部是西洋人，還沒有找到一個中國女朋友過啊！,0,0,0,0,0
2830,只要你有自信心跟勇氣就夠啦，女孩子只須要男人的關心跟寵呵! 你要是沒有自信心跟勇氣妳怎麼給女人帶來安全感啊！,0,0,0,0,0
2831,所以中亞男人一直不被西方女子重視的原因，西方女人的直覺是追求性別上的安全感而不是物質上金錢換來的安全感啦！,0,0,0,0,0
2832,很多女孩子（黑，白，拉丁裔都有）其实还是对亚裔男生有些好奇的。,0,0,0,0,0
2833,其次則是先天體態不良，亞裔男的體態大多偏瘦弱，所以又比不過黑人先天基因的優勢。,0,0,0,0,0
2834,并没有，我在澳洲，我有朋友就是澳洲出生的，但她交往的男生大都是亚裔。,0,0,0,0,0
2835,她说也不知道为什么就是不太有白人男性对她感兴趣。,0,0,0,0,0
2836,我就不太能跟其他族裔的男性恋爱结婚，因为语言问题很难有更深层次的沟通。,0,0,0,0,0
2837,还有最重要的，经济上秒杀白人男性。,0,0,0,0,0
2838,的確整體來說西方男女都比亞洲男女輪廓分明好看(當然也有醜的西人和漂亮的亞洲人。,0,0,0,0,0
2839,)說實話我也覺得找到高大英俊的西方男士比找到相同顏值的亞洲男士容易很多。,0,0,0,0,0
2840,"但亞洲男士也很幸福,在女多男少的亞洲即使條件一般也很多選擇。",0,0,0,0,0
2841,"生活环境里接触的异性,生活见闻,,先入为主的观点影响女性对中国男性的观感...其实在熟人关系中.中国男性似乎比其他地区的男性更易取得女性愿意亲近. 感于本人的生活..",0,0,0,0,0
2842,"亞洲男生的確在外型上不吃香, 很少有女生喜歡瘦小的男生, 是亞州男生要加油",0,0,0,0,0
2843,人都是视觉动物1，会打理自己一点，穿着那些（自己领悟）气质看起来比较与众不同，（穿着确实可以改变气质）女生喜欢层次比自己高的男生，至少看起来。,0,0,0,0,0
2844,有肌肉，（不能打，至少看起来能打）女生都是希望能被保护的，何况我们男生也喜欢身材火辣的女生，在女生眼里看到身材好有肌肉的男生，其实是跟我们一样的感觉的,0,0,0,0,0
